bentkeys.rle|rle|Bent keys|12|5|bo8bob$obo6bobo$bob2o2b2obob$4bo2bo4b$4bo2bo!
bentkeys_synth.rle|rle|Bent keys_synth|57|27|28bo28b$26b2o29b$27b2o28b5$20bo36b$14bobo2bo37b$14b2o3b3o35b$15bo11bo29b$26bo30b$11bo14b3o28b$12b2o43b$11b2o44b3$23b2o32b$22b2o33b$24bo32b$46b2o6b2ob$16bo28bo3bo2bo3bo$16b2o28bo8bob$15bobo29bob4obo2b$b2o19bo12b2o13b2o5b$obo18b2o12bobo19b$2bo18bobo11bo!
bheptomino.rle|rle|B-heptomino|4|3|ob2o$3ob$bo!
biblock.rle|rle|Bi-block|5|2|2ob2o$2ob2o!
bicap.rle|rle|Bi-cap|4|7|b2ob$o2bo$4o2$4o$o2bo$b2o!
bicap_synth.rle|rle|Bi-cap_synth|63|48|11bobo49b$11b2o17bo32b$12bo16bo33b$9bo19b3o31b$7b2o54b$8b2o53b11$60b2ob$59bo2bo$o58b4o$obo60b$2o57b4o$59bo2bo$60b2ob$5b2o56b$4b2o57b$6bo56b3$3b2o58b$3bobo57b$3bo59b5$25b3o35b$12bo12bo37b$11b2o13bo36b$11bobo49b7$44b2o17b$44bobo16b$44bo!
biclock.rle|rle|Bi-clock|7|7|2bo4b$2o5b$2b2o3b$bo3bob$3b2o2b$5b2o$4bo!
bigglider.rle|rle|Big glider|18|18|3b3o12b$3bo2b3o9b$4bobo11b$2o7bo8b$obo4bo2bo7b$o8b2o7b$b2o15b$bo2bo5bob2o4b$bo9b2obo3b$3bobo6b2o2bob$4b2obo4b2o3bo$8bo7bob$7b4o3bobob$7bob2o3b4o$8bo3b2obo2b$13b2o3b$9bob3o4b$10bo2bo!
bigs.rle|rle|Big S|7|6|4b2ob$3bo2bo$3bob2o$2obo3b$o2bo3b$b2o!
bigun.rle|rle|Bi-gun|50|15|11bo38b$10b2o38b$9b2o39b$10b2o2b2o34b$38bo11b$38b2o8b2o$39b2o7b2o$10b2o2b2o18b2o2b2o10b$2o7b2o39b$2o8b2o38b$11bo38b$34b2o2b2o10b$39b2o9b$38b2o10b$38bo!
biloaf1.rle|rle|Bi-loaf 1|7|7|bo5b$obo4b$o2bo3b$b2obo2b$3bobob$3bo2bo$4b2o!
biloaf2.rle|rle|Bi-loaf 2|7|7|2bo4b$bobo3b$o2bo3b$b2ob2ob$3bo2bo$3bobob$4bo!
biloaf3.rle|rle|Bi-loaf 3|4|7|2bob$bobo$o2bo$b2ob$o2bo$obob$bo!
bipole.rle|rle|Bipole|5|5|2o3b$obo2b2$2bobo$3b2o!
bipolebridgepseudobarberpole.rle|rle|Bipole bridge pseudo-barberpole|17|17|15b2o$14bobo2$12bobo2b$12b2o3b$10b2o5b$11bo5b$9bo7b$7bobo7b2$5bobo9b2$3bobo11b2$2b2o13b$o16b$2o!
bipond.rle|rle|Bi-pond|7|7|b2o4b$o2bo3b$o2bo3b$b2ob2ob$3bo2bo$3bo2bo$4b2o!
bistableswitch.rle|rle|Bistable switch|75|61|2bo72b$obo72b$b2o72b11$50bo24b$50b3o22b$53bo21b$52b2o21b2$45b2o17b2o9b$46bo17bo10b$46bobo13bobo10b$47b2o13b2o11b3$44bo30b$42bobo30b$43b2o10bo19b$54bobo18b$54bobo18b$55bo19b12$73b2o$73b2o4$61bo13b$60bobo12b$61b2o12b9$49b2o24b$48bobo24b$48bo26b$47b2o!
bitingoffmorethantheycanchew.rle|rle|Biting off more than they can chew|12|12|o11b$3o9b$3bo8b$2b2o8b$3b2o7b$4b2o6b$3bo2bo5b$3bo2b2o4b$4b2ob3o2b$8bobob$10bob$10b2o!
bitingoffmorethantheycanchewextended.rle|rle|Biting off more than they can chew extended|16|15|2o14b$bo14b$bobo12b$2b2o3bo8b$5b2obo7b$5bobo8b$6b2o8b2$8b2o6b$8bobo5b$7bob2o5b$8bo3b2o2b$12bobob$14bob$14b2o!
blinker.rle|rle|Blinker|3|1|3o!
blinkerfuse.rle|rle|Blinker fuse|25|5|2o2bob2o17b$5obobo16b$8bob3ob3ob3ob3o$5obobo16b$2o2bob2o!
blinkerfuse2.rle|rle|Blinker fuse 2|62|5|ob3obo2bob2o49b$ob3ob4obobo48b$13bob3ob3ob3ob3ob3ob3ob3ob3ob3ob3ob3ob3o$ob3ob4obobo48b$ob3obo2bob2o!
blinkerfuse3.rle|rle|Blinker fuse 3|48|7|2b3o43b$bob3o42b$2o2b3o41b$b2o4bob3ob3ob3ob3ob3ob3ob3ob3ob3ob3o$b2ob3o41b$2b4o42b$3bo!
blinkerfuse6c13.rle|rle|Blinker fuse (6c/13)|62|3|3o4bo5bo5bo5bo5bo5bo5bo5bo5bo5bo$obo4bo5bo5bo5bo5bo5bo5bo5bo5bo5bo$3o4bo5bo5bo5bo5bo5bo5bo5bo5bo5bo!
blinkerfuse_synth.rle|rle|Blinker fuse_synth|39|11|obo36b$2o37b$bo37b3$3ob3ob3ob3ob3ob3ob3ob3ob3ob3o3$bo37b$2o37b$obo!
blinkerpuffer1.rle|rle|Blinker puffer 1|9|18|3bo5b$bo3bo3b$o8b$o4bo3b$5o4b4$b2o6b$2ob3o3b$b4o4b$2b2o5b2$5b2o2b$3bo4bo$2bo6b$2bo5bo$2b6o!
blinkerpuffer1_synth.rle|rle|Blinker puffer 1_synth|79|53|35bobo41b$35b2o42b$36bo42b5$19bo59b$2bo17b2o57b$obo16b2o58b$b2o76b$36bo42b$35bo43b$35b3o41b$10b2o2b2o63b$11b2obobo62b$10bo3bo64b14$17b2o60b$18b2o59b$17bo61b6$34b3o32bo4b3o2b$34bo2bo30b3o3bo2bob$34bo26b3o3b2obo3bo4b$34bo3bo22bo2bo2b3o4bo3bo$34bo26bo6b2o4bo4b$35bobo23bo3bo3bo5bobob$61bo3bo13b$61bo17b$62bobo3bo10b$68bo10b$68bo10b2$68bo10b$68bo10b$68bo!
blinkerpuffer2.rle|rle|Blinker puffer 2|17|25|13b3ob$12b5o$11b2ob3o$12b2o3b3$9bobo5b$2bo5bo2bo5b$b5o3bobo5b$2o3b2ob2o7b$bo7bo7b$2b2o2bo2bo7b$10bo6b$2b2o2bo2bo7b$bo7bo7b$2o3b2ob2o7b$b5o3bobo5b$2bo5bo2bo5b$9bobo5b3$12b2o3b$11b2ob3o$12b5o$13b3o!
blinkersbitpole.rle|rle|Blinkers bit pole|7|6|5b2o$3obobo2$bobo2bo$o4bob$2o3bo!
blinkership1.rle|rle|Blinker ship 1|27|15|10b4o13b$10bo3bo12b$10bo16b$b2o8bo2bo12b$2ob2o22b$b4o3bo18b$2b2o3bob2o8bo4b3o$6bo3bo8bo4bobo$2b2o3bob2o8bo4b3o$b4o3bo18b$2ob2o22b$b2o8bo2bo12b$10bo16b$10bo3bo12b$10b4o!
block.rle|rle|Block|2|2|2o$2o!
blockade.rle|rle|Blockade|23|10|2o21b$2o21b3$b2o17b2ob$b2o17b2ob3$21b2o$21b2o!
blockandcap.rle|rle|Block and cap|4|6|b2ob$o2bo$4o2$2o2b$2o!
blockanddock.rle|rle|Block and dock|6|6|3b2ob$3b2ob2$b4ob$o4bo$2o2b2o!
blockandglider.rle|rle|Block and glider|4|3|2o2b$obob$2b2o!
blockandtwotails.rle|rle|Block and two tails|5|5|2ob2o$2obob$3bob$3o2b$o!
blockedp41.rle|rle|Blocked p4-1|23|14|11bo11b$4bo3bo5bo3bo4b$3bobo11bobo3b$3bobo11bobo3b$2obobob9obobob2o$2obo15bob2o$3bo15bo3b$3bobo4bobo4bobo3b$4bobob3ob3obobo4b$2bobob2o7b2obobo2b$2b2o5b2ob2o5b2o2b$10bobo10b$10bobo10b$11bo!
blockedp42.rle|rle|Blocked p4-2|22|8|4bo3bo4bo3bo4b$3bobo10bobo3b$3bobo10bobo3b$2obobob8obobob2o$2obo14bob2o$3bo14bo3b$3bobo4b2o4bobo3b$4b2o4b2o4b2o!
blockedp43.rle|rle|Blocked p4-3|21|9|4bo3bobobo3bo4b$3bobo9bobo3b$3bobo9bobo3b$2obobob7obobob2o$2obo13bob2o$3bo13bo3b$3bobo4bo4bobo3b$4b2o3bobo3b2o4b$10bo!
blockedp4tnose.rle|rle|Blocked p4 t-nose|25|13|11b3o11b2$10bo3bo10b$4bo3bo7bo3bo4b$3bobo13bobo3b$3bobo13bobo3b$2obobob11obobob2o$2obo17bob2o$3bo17bo3b$3bobo4bo2b2o4bobo3b$4b2o3bobo2bo4b2o4b$9bo2b2o11b$8b2o!
blocker.rle|rle|Blocker|10|5|6bobob$5bo4b$2o2bo4bo$2obo2bob2o$4b2o!
blocklayingswitchengine.rle|rle|Block-laying switch engine|29|28|18bo10b$b3o8bo5bo10b$o3bo6bo7bo9b$b2o9b4o2b2o9b$3b2ob2o9b3o9b$5b2o11bobo8b$19bo7b2o$19bo7b2o11$7b2o20b$7b2o20b7$15b2o12b$15b2o!
blocklayingswitchenginepredecessor.rle|rle|Block-laying switch engine predecessor|16|4|11bobo2b$2o8bo5b$2o9bo2bob$13b3o!
blockonboat.rle|rle|Block on boat|6|3|2ob2ob$2obobo$4bo!
blockontable.rle|rle|Block on table|4|5|2b2o$2b2o2$4o$o2bo!
blom.rle|rle|Blom|12|5|o10bo$b4o6bo$2b2o7bo$10bob$8bobo!
boat.rle|rle|Boat|3|3|2ob$obo$bo!
boatbit.rle|rle|Boat-bit|25|24|6bo18b$7bo17b$5b3o17b8$16bo8b$14bobo8b$10b2o3b2o8b$11b2o12b$10bo10bob2o$21b2obo6$bo23b$b2o22b$obo!
boatmaker.rle|rle|Boat maker|18|17|16b2o$15bobo$14bo3b$13bo4b$12bo5b$11bo6b$10bo7b$9bo8b$8bo9b$7bo10b$6bo11b$5bo12b$5o13b$4bo13b$4bo13b$4bo13b$4bo!
boatonquadpole.rle|rle|Boat on quadpole|10|10|bo8b$obo7b$b2o7b$3b2o5b$3bobo4b2$5bobo2b2$7bobo$8b2o!
boatonsparkcoil.rle|rle|Boat on spark coil|8|11|2ob2o3b$o3bo3b$b3o4b3$b3o4b$o3bo3b$2ob2o3b$5b2ob$5bobo$6bo!
boatonsparkcoil_synth.rle|rle|Boat on spark coil_synth|73|87|42bo30b$40bobo30b$41b2o30b2$47bo25b$47bobo23b$47b2o24b3$62b2ob2o6b$62bo3bo6b$63b3o7b3$63b3o7b$45bo16bo3bo6b$44bo17b2ob2o6b$44b3o20b2o4b$41b2o24bobo3b$40b2o26bo4b$42bo30b5$37b2o34b$36bobo34b$38bo34b10$3b3o67b$3bo69b$4bo17b2ob2o15b2ob2o15b2ob2o6b$bo20bo3bo15bo3bo15bo3bo6b$b2o20b3o17b3o17b3o4b2ob$obo47bobo16bo2bo$50b2o17bo2bo$23b3o17b3o5bo11b3o4b2ob$22bo3bo15bo3bo15bo3bo6b$22b2ob2o15b2ob2o4b2o9b2ob2o6b$5b2o32bo11bobo19b$5bobo32bo10bo21b$5bo32b3o22bo9b$62bobo8b$3b2o36b3o18bobo8b$2bobo38bo19bo9b$4bo37bo30b16$42b2ob2o15b2ob2o6b$42bo3bo15bo3bo6b$43b3o4b2o11b3o7b$49bo2bo20b$49bo2bo20b$43b3o4b2o11b3o7b$35bo6bo3bo8bo6bo3bo6b$36b2o4b2ob2o4bo2bo7b2ob2o6b$35b2o13b2o2b3o10b2o4b$50bobo14bobo3b$43bo24bo4b$38b2o2bobo2b2o24b$39b2obobob2o25b$38bo4bo4bo24b2$46b2o25b$45bobo25b$47bo!
boatshiptie.rle|rle|Boat-ship-tie|6|6|2o4b$obo3b$b2o3b$3b2ob$3bobo$4bo!
boatstretcher1.rle|rle|Boatstretcher 1|21|21|10bo10b$9b2o10b$9bobo3bo5b$13b2o6b$14bo2bo3b$12b2obo2bo2b$8b3ob2o4bo2b$7bo2bo4bo5b$6bo4bo4b2o3b$b2o3bo5bobob2o3b$2o4b2o9bo3b$2bo5bo9bo2b$5b2o2bo6b3o2b$3bob2o11bobo$3b2o4bo9b2o$2bo2bobo13b$8b2o2bo8b$4bo3b3obo8b$5b2o4b3o7b$14bo6b$13b2o!
boattie.rle|rle|Boat-tie|6|6|bo4b$obo3b$b2o3b$3b2ob$3bobo$4bo!
boatwithlongtail.rle|rle|Boat with long tail|6|4|2o4b$obo3b$bo2b2o$2b2obo!
boatwithlongtail_synth.rle|rle|Boat with long tail_synth|68|23|8bo59b$8bobo57b$8b2o58b2$obo33bo31b$b2o33b2o30b$bo33bobo2bo27b$6bo33bobob3o21b$4bobo33b2o2bo23b$5b2o38bo22b$8bo15b2o38b2o2b$8bobo14bo39bo2b$8b2o14bo39bo3b$13bo10bobo19b2o2b3o11bobob$12b2o11bobo17bobo2bo14bobo$12bobo11b2o19bo3bo14b2o5$42b2o24b$43b2o23b$42bo!
boojumreflector.rle|rle|Boojum reflector|44|32|4bobo6b2o29b$5b2o6b2o29b$5bo38b7$40bo3b$39bobo2b$39bobo2b$20b2o16b2ob2ob$20b2o22b$38b2ob2ob$2b2o34b2obo2b$bobo39bo$bo40b2o$2o42b2$34b2o8b$34b2o4b2o2b$11b2o27bobob$10bobo29bob$10bo31b2o$9b2o23b2o8b$34b2o8b3$29bo14b$28bobo13b$29bo!
bookend.rle|rle|Bookend|4|3|2b2o$o2bo$3o!
bookends.rle|rle|Bookends|7|4|2o3b2o$obobobo$2bobo2b$b2ob2o!
boss.rle|rle|Boss|11|14|5bo5b$4bobo4b$4bobo4b$3b2ob2o3b$2bo5bo2b$bobobobobob$bobo3bobob$2obo3bob2o$o2bobobo2bo$2bo5bo2b$3b2ob2o3b$4bobo4b$4bobo4b$5bo!
bottle.rle|rle|Bottle|18|18|4b2o6b2o4b$3bo2bo4bo2bo3b$3bobo6bobo3b$b2o2b3o2b3o2b2ob$o6bo2bo6bo$ob2o10b2obo$bobo10bobob$3b2o8b2o3b3$3b2o8b2o3b$bobo10bobob$ob2o10b2obo$o6bo2bo6bo$b2o2b3o2b3o2b2ob$3bobo6bobo3b$3bo2bo4bo2bo3b$4b2o6b2o!
brain.rle|rle|Brain|17|11|b3o9b3ob$obob2o5b2obobo$obobo7bobobo$bob2ob2ob2ob2obob$5bobobobo5b$3bobobobobobo3b$2b2obobobobob2o2b$2b3o2bobo2b3o2b$2b2o2bo3bo2b2o2b$bo4b2ob2o4bob$bo13bo!
buckaroo.rle|rle|Buckaroo|22|9|9bo12b$7bobo12b$6bobo13b$2o3bo2bo13b$2o4bobo13b$7bobo8b2o2b$9bo8bobob$20bob$20b2o!
bulletheptomino.rle|rle|Bullet heptomino|3|3|bob$3o$3o!
bun.rle|rle|Bun|4|3|b2ob$o2bo$b3o!
bunnies.rle|rle|Bunnies|8|4|o5bob$2bo3bob$2bo2bobo$bobo!
bunnies10.rle|rle|Bunnies 10|6|6|bo4b$2obo2b$4b2o$o2bo2b$o5b$o!
bunnies11.rle|rle|Bunnies 11|6|4|ob3ob$o4bo$obobob$bo2bo!
bunnies9.rle|rle|Bunnies 9|8|7|bo6b$2o5bo$6bob$6bob$5bo2b$4bo3b$4bo!
bunnies_synth.rle|rle|Bunnies_synth|48|13|21bo26b$o18b2o27b$b2o17b2o26b$2o46b$19bo28b$18b2o18bo9b$18bobo16bobo8b$37bo2bo3b3ob$37bobo3bo3bo$17bo20bo4bo4b$10b2o4b2o25b2ob2o$10bobo3bobo26bo2b$10bo!
burloaferimeter.rle|rle|Burloaferimeter|10|11|4b2o4b$5bo4b$4bo5b$3bob3o2b$3bobo2bob$2obo3bobo$2obo4bob$4b4o2b2$4b2o4b$4b2o!
butterfly.rle|rle|Butterfly|4|4|o3b$2o2b$obob$b3o!
byflops.rle|rle|By flops|6|7|3bo2b$bobo2b$5bo$5ob$5bo$bobo2b$3bo!
c2wickstretcher.rle|rle|c/2 wickstretcher|43|61|3bo39b$bo41b$o6bo35b$o6bo35b$6obo35b2$5b2o36b$4bo38b$7bo35b$2b2o39b$bo41b$bo2bo38b$b2o40b$3b2o38b2$5b3o35b$3bob3o35b$bo4bo36b$o5bobo34b$o4b2obo34b$5o12bo25b$15b3o8bobo7b2o5b$14bo7b2obob2o2bo3bo2bo2b2o$4b2o5b2o2b5o2bob2o5b3o2b2obo2bo$3b3o5bob2o5bobo4b4o3b2o3bobob$3ob2o10b2obobob5o3bobo2b4ob2o$o2bo6bo2b3o3bobo6b3obobobo2bobob$o4bo4bob2obobobo2b2ob3o2b2ob2o3b2obob$b6obobo4bobob3o3b3o5bo2bo3bo2b$3bob2o8b5o15b5o3b2$3bob2o8b5o15b5o3b$b6obobo4bobob3o3b3o5bo2bo3bo2b$o4bo4bob2obobobo2b2ob3o2b2ob2o3b2obob$o2bo6bo2b3o3bobo6b3obobobo2bobob$3ob2o10b2obobob5o3bobo2b4ob2o$3b3o5bob2o5bobo4b4o3b2o3bobob$4b2o5b2o2b5o2bob2o5b3o2b2obo2bo$14bo7b2obob2o2bo3bo2bo2b2o$15b3o8bobo7b2o5b$5o12bo25b$o4b2obo34b$o5bobo34b$bo4bo36b$3bob3o35b$5b3o35b2$3b2o38b$b2o40b$bo2bo38b$bo41b$2b2o39b$7bo35b$4bo38b$5b2o36b2$6obo35b$o6bo35b$o6bo35b$bo41b$3bo!
c4diagonalpuffer1.rle|rle|c/4 diagonal puffer 1|84|60|74b2o6b2o$73b2o4b2obob$74bobo2b2o3b$74bobo2b2o3b$69b3o4bo7b$69bo14b$72b5o7b$69bo3b4o7b$70bob4o8b$71bo12b$63b3o18b$63bo2b3ob3o11b$64bobo17b$66bo3b2o12b$63b3o4bobo11b$63b2o5bo13b$66b3obo13b$61b2o3bo17b$61b2o3bo17b$61bo3bo18b$62b2obo18b$59b5o20b$54b3obo2bo22b$54bo2bo2bo23b$57bo26b$53bo30b$50b5obo27b$50bo33b2$50bo33b$50bobo31b$33bo16bobo31b$32b2o14bo2bo32b$32bobo6bo3bo2bo35b$30bobo8bo2b4o3bo32b$29b4obo3b2obobo2bo2b2o33b$29bob5ob2o5bo39b$27b2o9bo45b$23bobob2o2b3o6bobo41b$21b2obo6b3o6b2o42b$20b2ob9o9bo42b$21bo3b5o54b$18b3o63b$18bo2bo62b$18bobo9bo53b$12b2o2b2o11bobo52b$11b2o5bo11bo5b2o46b$12bobo3bo16bo2bo45b$12b2ob3o18b2o46b$12b3o69b2$37bo46b$13bo22bobo45b$10bob2o23bo5b2o39b$9b3o30bo2bo38b$2o6b3o32b2o39b$obo3b2o76b$o5b3o75b$3bo80b$3b2o!
c5diagonalpuffer1.rle|rle|c/5 diagonal puffer 1|85|71|82bo2b$81b2o2b$80bo4b$78b3ob2ob$77b2obo3bo$76bob3o4b$75b2obobob2ob$76bob2obo3b$76bo8b2$53bo21bo5bo3b$52b2o21bo4bo4b$51bo22bo2bo7b$49b3ob2o18bo11b$48b2obo3bo11bo3b2o12b$47bob3o14b4o15b$46b2obobob2o10bo7bo11b$47bob2obo11b5o16b$47bo16bobobo16b$30b2o31b5o4bo12b$30b2o14bo5bo9bo5bo2bo13b$29bo2bo13bo4bo9b2obo2bo17b$26b2obo2bo12bo2bo15bo2bo17b$32bo11bo20bo19b$24b2o3bo2bo5bo3b2o41b$24b2o5bo5b4o44b$25bob5o4bo7bo40b$26bo8b5o45b$35bobobo45b$34b5o4bo41b$23b3o7bo5bo2bo42b$23bo8b2obo2bo46b$21b2o12bo2bo46b$15b2o4bo14bo48b$15b3o3bo63b$13bo4bo66b$13bo3bo67b$17bo67b$12b2obobo67b$10b2o5bo67b$10b2o4b2o67b$12b4o69b2$25b2o58b$24b2o59b$26bo58b3$20b2o63b$20b2o63b$19bo2bo62b$16b2obo2bo62b$22bo62b$14b2o3bo2bo62b$14b2o5bo63b$15bob5o63b$16bo68b3$13b3o69b$13bo71b$11b2o72b$5b2o4bo73b$5b3o3bo73b$3bo4bo76b$3bo3bo77b$7bo77b$2b2obobo77b$2o5bo77b$2o4b2o77b$2b4o!
c5diagonaltubstretcher.rle|rle|c/5 diagonal tubstretcher|55|55|45b2o8b$45b2o8b$44bo2bo7b$41b2obo2bo7b$47bo7b$39b2o3bo2bo7b$39b2o5bo8b$40bob5o8b$41bo13b3$38b3o14b$38bo16b$36b2o17b$30b2o4bo18b$30b3o3bo18b$28bo4bo21b$28bo3bo22b$32bo22b$27b2obobo22b$25b2o5bo22b$25b2o4b2o22b$27b4o24b3$20b2o8bo24b$20b2o7b3o23b$19bo2bo5bo26b$16b2obo2bo4bobobo23b$22bo3bobo2bobo21b$14b2o3bo2bo2b2o5bo2bo19b$14b2o5bo4bob2o3b3o19b$15bob5o8bo24b$16bo12bobo4b2o3b3o11b$31bo3bo2bo2b3o11b$30b2o2bob3ob2o13b$13b3o17bobo4bo14b$13bo19bobo4b2ob3o9b$11b2o21b2o5b3obo9b$5b2o4bo29bobo2b2o7b$5b3o3bo23b3o3bob2o2bo7b$3bo4bo24b3ob4ob5o3bo4b$3bo3bo25b2o3bo2bo4bo2bobo3b$7bo25b2o2b5o8bobo2b$2b2obobo29bo2b2o9bobob$2o5bo29b2o2bo10bobo$2o4b2o31bob2o10bob$2b4o33b2o14b2$42bo12b$41bobo11b$42bobo10b$43bobo9b$44bobo8b$45bo!
canadagoose.rle|rle|Canada goose|13|12|3o10b$o9b2ob$bo6b3obo$3b2o2b2o4b$4bo8b$8bo4b$4b2o3bo3b$3bobob2o4b$3bobo2bob2ob$2bo4b2o4b$2b2o9b$2b2o!
candelabra.rle|rle|Candelabra|16|6|4b2o4b2o4b$bo2bo6bo2bob$obobo6bobobo$bo2bob4obo2bob$4bobo2bobo4b$5bo4bo!
candlefrobra.rle|rle|Candlefrobra|10|5|5bo4b$bob2obob2o$obo3bob2o$bo4bo3b$5b2o!
canoe.rle|rle|Canoe|5|5|3b2o$4bo$3bob$obo2b$2o!
canoe_synth.rle|rle|Canoe_synth|73|21|42bo30b$43b2o28b$42b2o29b3$3bobo67b$4b2o67b$4bo68b2$28b2o21b2o15b2o3b$28bobo19b2o16bobo2b$31bo20bo18bob$32bo39bo$31b2o15bobo20b2o$8bo40b2o22b$8b2o39bo23b$7bobo3bo59b$11b2o36b2o22b$b2o9b2o34b2o23b$obo47bo22b$2bo!
cap.rle|rle|Cap|4|3|b2ob$o2bo$4o!
carnivalshuttle.rle|rle|Carnival shuttle|38|7|33bo3bo$2o3b2o26b5o$bobobo3bo2bo6b2o3bo2bo7bo2b$b2ob2o2b2o3b2o4b2o2b2o3b2o4bobob$bobobo3bo2bo6b2o3bo2bo7bo2b$2o3b2o26b5o$33bo3bo!
carriersiamesecarrier.rle|rle|Carrier siamese carrier|7|4|2o5b$o2b2o2b$2b2o2bo$5b2o!
carriersiamesecarrier_synth.rle|rle|Carrier siamese carrier_synth|89|83|8bo80b$9b2o78b$8b2o79b3$69bo19b$68bo20b$64bo3b3o18b$65b2o22b$64b2o23b4$42b2o17b2o19b2o5b$42bo2b2o13bobo19bo2b2o2b$44b2o2bo13bo21b2o2bo$47b2o38b2o$23bo44bo20b$21bobo45bo3bobo13b$22b2o33b3o7b3o3b2o14b$17bo41bo14bo14b$18b2o4bo33bo12b2o16b$17b2o3b2o46bobo16b$23b2o47bo16b$4bo84b$4b2o83b$3bobo83b5$2o87b$b2o86b$o88b5$58bo30b$52bo3bobo30b$50bobo4b2o30b$51b2o36b2$82b2o5b$82bo2b2o2b$84b2o2bo$70bo16b2o$68b2o19b$54b2o9bo3b2o18b$53bobo10b2o21b$55bo9b2o22b2$22bobo64b$23b2o19bo19bo24b$23bo19bobo17bobo23b$44b2o18b2o23b$23b3o63b$23bo65b$24bo64b8$69bo19b$69bobo17b$20bo48b2o18b$20bobo66b$20b2o67b$68b2o19b$21b2o44b2o20b$20bobo19b2o18b2o5bo12b2o5b$22bo2bo16bo2bo16bo2bo16bo2b2o2b$25bobo16b2o18b2o18b2o2bo$25b2o42b2o16b2o$68bobobo16b$26b2o42bobobo14b$25bobo44b2o15b$27bo37b2o22b$66b2o21b$65bo!
carriersiamesesnake.rle|rle|Carrier siamese snake|7|3|2ob2o2b$ob2o2bo$5b2o!
caterer.rle|rle|Caterer|8|6|2bo5b$o3b4o$o3bo3b$o7b$3bo4b$b2o!
catereron34p13.rle|rle|Caterer on 34P13|23|16|9b3o4b2o5b$18bo4b$9bo5bo7b$8b2o5bo3bo3b$10bo4bo3b4o$7bo9bo5b$7bo3bo11b$5b2o16b$3bo5b3o2b2o7b$ob2o4bo5b2o7b$o3bo3bo14b$o5bobo14b3$8b2o13b$8b2o!
catereron36p22.rle|rle|Caterer on 36P22|33|13|27bo5b$25bo3b4o$25bo3bo3b$2o23bo7b$bo26bo4b$bobo13b3o6b2o5b$2b2o3bo8bo3bo12b$6bob2o6bo4bo11b$5bo4bo6b2obo12b$6bo3bo8bo3b2o8b$7b3o13bobo7b$25bo7b$25b2o!
catereron44p7.2.rle|rle|Caterer on 44P7.2|19|16|5b2o7bo4b$4bo8bobo3b$7bo5bobo3b$3bo3bo4b2obob2o$4o3bo7b2obo$5bo5bob2o4b$14bo4b$11b3o5b$8bobo8b$6bo3bob2o5b$4b3obobob2o5b$3bo4b2o9b$4b4o11b$7bo11b$6bo12b$6b2o!
catereronfigureeight.rle|rle|Caterer on figure eight|18|6|4b2o6bo5b$2bob2o4bo3b4o$bo8bo3bo3b$4bo5bo7b$2obo9bo4b$2o9b2o!
cauldron.rle|rle|Cauldron|11|13|5bo5b$4bobo4b$5bo5b2$3b5o3b$obo5bobo$2obo3bob2o$3bo3bo3b$3bo3bo3b$4b3o4b2$4b2obo3b$4bob2o!
centinal.rle|rle|Centinal|52|17|2o48b2o$bo48bob$bobo21b2o21bobob$2b2o8bo12b2o12b2o7b2o2b$11b2o26bobo10b$10b2o29bo10b$11b2o2b2o22b3o10b4$11b2o2b2o22b3o10b$10b2o29bo10b$11b2o26bobo10b$2b2o8bo12b2o12b2o7b2o2b$bobo21b2o21bobob$bo48bob$2o48b2o!
centinalreflector.rle|rle|Centinal reflector|52|22|25bo26b$23b2o27b$24b2o26b3$2o48b2o$bo48bob$bobo36bo7bobob$2b2o7b2o5b2o13bo5bo2bo5b2o2b$18bobo11b2o5bo12b$12b2o6bo10b2o10bo8b$8bobo2bo4b3o11b2o4b2o3bo8b$9b3obo24b5o9b2$9b3obo24b5o9b$8bobo2bo4b3o11b2o4b2o3bo8b$12b2o6bo10b2o10bo8b$18bobo11b2o5bo12b$2b2o7b2o5b2o13bo5bo2bo5b2o2b$bobo36bo7bobob$bo48bob$2o48b2o!
century.rle|rle|Century|4|3|2b2o$3ob$bo!
centuryeater.rle|rle|Century eater|21|21|17b2o2b$15b3o3b$16bo4b2$10bo10b$9bobo9b$9bobo9b$10bo10b5$2b2o13b2o2b$bobo13bobob$bo17bob$2o17b2o2$7b2o12b$8bo12b$5b3o13b$5bo!
champageglass.rle|rle|Champage glass|15|12|3b2o5b2o3b$3bo7bo3b$2obo7bob2o$o2b2o5b2o2bo$b2o6bo2b2ob$3b3o4b2o3b$3bo4bo2bo3b$4b7o4b2$6b3o6b$6bo2bo5b$8b2o!
champagneglass.rle|rle|Champagne glass|15|12|3b2o5b2o3b$3bo7bo3b$2obo7bob2o$o2b2o5b2o2bo$b2o6bo2b2ob$3b3o4b2o3b$3bo4bo2bo3b$4b7o4b2$6b3o6b$6bo2bo5b$8b2o!
chemist.rle|rle|Chemist|15|13|7bo7b$7b3o5b$10bo4b$5b3o2bo2b2o$4bobobobobobo$4bo3bobobo2b$b2obo5bob2ob$2bobobo3bo4b$obobobobobo4b$2o2bo2b3o5b$4bo10b$5b3o7b$7bo!
cheptomino.rle|rle|C-heptomino|4|3|b3o$3ob$bo!
cheshirecat.rle|rle|Cheshire cat|6|6|bo2bob$b4ob$o4bo$ob2obo$o4bo$b4o!
